id,title,original_title,production_countries,overview,release_date,original_language,genres,runtime,budget,revenue,cast,vote_average,director,keywords,main_country,overview_tokens,overview_lemmas,overview_lemmatized,keywords_tfidf,topic_id
71143,El Diablo,El Diablo,['United States of America'],"Billy Ray Smith (Anthony Edwards) es un tímido maestro de escuela de Boston que vive en Arizona. Cuando una de sus estudiantes es secuestrada por un forajido conocido como El Diablo (Robert Beltran) decide ir a rescatarla. Con la ayuda de un viejo pistolero (Louis Gosset Jr.), un novelista (Joe Pantoliano), y un predicador (John Glover), Billy Ray intentará infiltrarse en el escondite de El Diablo.",1990-07-22,en,"['Western', 'Comedia', 'Película de TV']",115,0,0,"['Anthony Edwards', 'Louis Gossett Jr.', 'John Glover']",5.6,Peter Markle,[],United States of America,"['billy', 'ray', 'smith', 'anthony', 'edwards', 'tímido', 'maestro', 'escuela', 'boston', 'vive', 'arizona', 'estudiantes', 'secuestrada', 'forajido', 'conocido', 'diablo', 'robert', 'beltran', 'decide', 'rescatarla', 'ayuda', 'viejo', 'pistolero', 'louis', 'gosset', 'novelista', 'joe', 'pantoliano', 'predicador', 'john', 'glover', 'billy', 'ray', 'intentará', 'infiltrarse', 'escondite', 'diablo']","['billy', 'ray', 'smith', 'anthony', 'edward', 'tímido', 'maestro', 'escuela', 'boston', 'vivir', 'arizona', 'estudiante', 'secuestrado', 'forajido', 'conocido', 'diablo', 'robert', 'beltran', 'decidir', 'ayuda', 'viejo', 'pistolero', 'louis', 'gosset', 'novelista', 'joe', 'pantoliano', 'predicador', 'john', 'glover', 'billy', 'ray', 'intentar', 'escondite', 'diablo']",billy ray smith anthony edward tímido maestro escuela boston vivir arizona estudiante secuestrado forajido conocido diablo robert beltran decidir ayuda viejo pistolero louis gosset novelista joe pantoliano predicador john glover billy ray intentar escondite diablo,"['billy', 'boston', 'edward', 'smith', 'pistolero']",7
31676,37 horas desesperadas,Desperate Hours,['United States of America'],"Recién escapado de la cárcel, la necesidad de encontrar un lugar donde esconderse le lleva al presidiario fugitivo Michael Bosworth a usar su encanto para lograr entrar en el elegante hogar de Nora y Tim Cornell y sus dos hijos. Mientras espera la llegada de su atractiva cómplice y abogada, la agradable sonrisa de Bosworth acabará transformándose en una furia homicidia cuando los Cornell le intentan plantar cara.",1990-10-05,en,"['Suspense', 'Crimen']",105,18000000,2742912,"['Mickey Rourke', 'Anthony Hopkins', 'Mimi Rogers']",5.473,Michael Cimino,"['based on novel or book', 'hostage', 'utah', 'escaped convict', 'remake', 'home invasion', 'family hostage']",United States of America,"['recién', 'escapado', 'cárcel', 'necesidad', 'encontrar', 'lugar', 'esconderse', 'lleva', 'presidiario', 'fugitivo', 'michael', 'bosworth', 'usar', 'encanto', 'lograr', 'entrar', 'elegante', 'hogar', 'nora', 'tim', 'cornell', 'dos', 'hijos', 'mientras', 'espera', 'llegada', 'atractiva', 'cómplice', 'abogada', 'agradable', 'sonrisa', 'bosworth', 'acabará', 'transformándose', 'furia', 'homicidia', 'cornell', 'intentan', 'plantar', 'cara']","['recién', 'escapado', 'cárcel', 'necesidad', 'encontrar', 'lugar', 'llevar', 'presidiario', 'fugitivo', 'michael', 'bosworth', 'usar', 'encanto', 'lograr', 'entrar', 'elegante', 'hogar', 'noro', 'tim', 'cornell', 'dos', 'hijo', 'mientras', 'esperar', 'llegada', 'atractivo', 'cómplice', 'abogado', 'agradable', 'sonrisa', 'bosworth', 'acabar', 'furio', 'homicidiar', 'cornell', 'intentar', 'plantar', 'cara']",recién escapado cárcel necesidad encontrar lugar llevar presidiario fugitivo michael bosworth usar encanto lograr entrar elegante hogar noro tim cornell dos hijo mientras esperar llegada atractivo cómplice abogado agradable sonrisa bosworth acabar furio homicidiar cornell intentar plantar cara,"['escapado', 'cara', 'michael', 'recién', 'lograr']",8
40377,Psicosis IV: El comienzo,Psycho IV: The Beginning,['United States of America'],"Durante un ""talk show"" de radio, un desconocido llama y comienza a recordar pasajes de su torturada niñez y adolescencia, sometido bajo su tiránica madre. ¿Es posible que se trate del famoso Norman Bates, recién dado de alta en un sanatorio? Al confirmarse esta sospecha, los aterrados locutores de la radio escuchan que Norman, ""para salvar al mundo"", volverá al Motel Bates donde, una vez más, volverá a derramar sangre inocente...",1990-11-10,en,"['Terror', 'Misterio', 'Suspense', 'Película de TV']",96,800000,0,"['Anthony Perkins', 'Henry Thomas', 'Olivia Hussey']",5.675,Mick Garris,"['psychopath', 'motel', 'flashback', 'murder', 'serial killer', 'cross dressing', 'voyeurism', 'radio dj']",United States of America,"['talk', 'show', 'radio', 'desconocido', 'llama', 'comienza', 'recordar', 'pasajes', 'torturada', 'niñez', 'adolescencia', 'sometido', 'bajo', 'tiránica', 'madre', 'posible', 'trate', 'famoso', 'norman', 'bates', 'recién', 'dado', 'alta', 'sanatorio', 'confirmarse', 'sospecha', 'aterrados', 'locutores', 'radio', 'escuchan', 'norman', 'salvar', 'mundo', 'volverá', 'motel', 'bates', 'vez', 'volverá', 'derramar', 'sangre', 'inocente']","['talk', 'show', 'radio', 'desconocido', 'llama', 'comenzar', 'recordar', 'pasaje', 'torturado', 'niñez', 'adolescencia', 'sometido', 'bajo', 'tiránico', 'madre', 'posible', 'trate', 'famoso', 'normar', 'bat', 'recién', 'dado', 'alta', 'sanatorio', 'sospecha', 'aterrado', 'locutor', 'radio', 'escuchar', 'normar', 'salvar', 'mundo', 'volver', 'motel', 'bat', 'vez', 'volver', 'derramar', 'sangre', 'inocente']",talk show radio desconocido llama comenzar recordar pasaje torturado niñez adolescencia sometido bajo tiránico madre posible trate famoso normar bat recién dado alta sanatorio sospecha aterrado locutor radio escuchar normar salvar mundo volver motel bat vez volver derramar sangre inocente,"['volver', 'inocente', 'sometido', 'recordar', 'sospecha']",0
148380,咖喱辣椒,咖喱辣椒,['Hong Kong'],"Dos policías, ambos mejores amigos y socios, se convierten en el tema de un hermoso documental de reportero de noticias. Los dos pronto se encuentran compitiendo por el tiempo frente a la pantalla, así como por el amor del reportero mientras persiguen a un traficante de armas asesino.",1990-05-23,cn,"['Comedia', 'Acción', 'Crimen']",101,0,0,"['Jacky Cheung', 'Stephen Chow', 'Ann Bridgewater']",6.2,Blackie Ko,['buddy cop'],Hong Kong,"['dos', 'policías', 'ambos', 'mejores', 'amigos', 'socios', 'convierten', 'tema', 'hermoso', 'documental', 'reportero', 'noticias', 'dos', 'pronto', 'encuentran', 'compitiendo', 'tiempo', 'frente', 'pantalla', 'así', 'amor', 'reportero', 'mientras', 'persiguen', 'traficante', 'armas', 'asesino']","['dos', 'policía', 'ambos', 'mejor', 'amigo', 'socio', 'convertir', 'tema', 'hermoso', 'documental', 'reportero', 'noticia', 'dos', 'pronto', 'encontrar', 'competir', 'tiempo', 'frente', 'pantalla', 'así', 'amor', 'reportero', 'mientras', 'persigar', 'traficante', 'arma', 'asesino']",dos policía ambos mejor amigo socio convertir tema hermoso documental reportero noticia dos pronto encontrar competir tiempo frente pantalla así amor reportero mientras persigar traficante arma asesino,"['dos', 'noticia', 'socio', 'documental', 'hermoso']",2
10264,"Hamlet, el honor de la venganza",Hamlet,"['France', 'United Kingdom', 'United States of America']","El rey de Dinamarca muere y su viuda se casa a las pocas semanas con su cuñado. Hamlet, el primogénito, no puede olvidar a su padre, cuyo fantasma se le aparece en el castillo y le confirma que fue envenenado por su propio hermano.",1990-12-19,en,"['Drama', 'Historia']",135,13500000,20700000,"['Mel Gibson', 'Glenn Close', 'Alan Bates']",6.597,Franco Zeffirelli,"['loss of loved one', 'prince', 'uncle', 'based on play or musical', 'revenge', 'murder', 'spirit']",France,"['rey', 'dinamarca', 'muere', 'viuda', 'casa', 'pocas', 'semanas', 'cuñado', 'hamlet', 'primogénito', 'puede', 'olvidar', 'padre', 'cuyo', 'fantasma', 'aparece', 'castillo', 'confirma', 'envenenado', 'propio', 'hermano']","['rey', 'dinamarca', 'morir', 'viudo', 'casa', 'poco', 'semana', 'cuñado', 'hamlet', 'primogénito', 'poder', 'olvidar', 'padre', 'cuyo', 'fantasma', 'aparecer', 'castillo', 'confirmar', 'envenenado', 'propio', 'hermano']",rey dinamarca morir viudo casa poco semana cuñado hamlet primogénito poder olvidar padre cuyo fantasma aparecer castillo confirmar envenenado propio hermano,"['viudo', 'olvidar', 'castillo', 'semana', 'fantasma']",1
12638,Der Skipper,Der Skipper,['Germany'],Dos bellezas británicas van a Barbados con un capitán de yate que no sabe lo que le espera.,1990-04-05,de,['Suspense'],98,0,0,"['Jürgen Prochnow', 'Patsy Kensit', 'Elizabeth Hurley']",3.571,Peter Keglevic,"['jealousy', 'boat', 'gibraltar', 'skipper', 'sailor']",Germany,"['dos', 'bellezas', 'británicas', 'van', 'barbados', 'capitán', 'yate', 'sabe', 'espera']","['dos', 'belleza', 'británico', 'barbado', 'capitán', 'yate', 'saber', 'espera']",dos belleza británico barbado capitán yate saber espera,"['belleza', 'capitán', 'británico', 'saber', 'dos']",7
53006,El Principe Del Sol,太陽之子,['Hong Kong'],"En la ceremonia de coronación del pequeño Buda, las fuerzas del mal atacan a los monjes. Después de una lucha feroz la guardaespaldas del Buda (Cynthia Rothrock) logra salvarlo, y tras una huida trepidante lo esconde, pero no tardarán mucho tiempo en localizarlo... (FILMAFFINITY)",1990-09-24,cn,"['Acción', 'Fantasía', 'Comedia', 'Aventura']",93,0,0,"['Conan Lee', 'Sheila Chan Suk-Lan', 'Cheng Pak-Lam']",4.6,Wellson Chin Sing-Wai,[],Hong Kong,"['ceremonia', 'coronación', 'pequeño', 'buda', 'fuerzas', 'mal', 'atacan', 'monjes', 'después', 'lucha', 'feroz', 'guardaespaldas', 'buda', 'cynthia', 'rothrock', 'logra', 'salvarlo', 'tras', 'huida', 'trepidante', 'esconde', 'tardarán', 'tiempo', 'localizarlo', 'filmaffinity']","['ceremonio', 'coronación', 'pequeño', 'budo', 'fuerza', 'mal', 'atacar', 'monje', 'después', 'luchar', 'feroz', 'guardaespaldas', 'budo', 'cynthia', 'rothrock', 'lograr', 'tras', 'huida', 'trepidante', 'esconder', 'tardar', 'tiempo', 'filmaffinity']",ceremonio coronación pequeño budo fuerza mal atacar monje después luchar feroz guardaespaldas budo cynthia rothrock lograr tras huida trepidante esconder tardar tiempo filmaffinity,"['feroz', 'tardar', 'lograr', 'atacar', 'mal']",6
29514,Los ojos del diablo,Due occhi diabolici,"['Italy', 'United States of America']","Adaptación de dos relatos del escritor norteamericano Edgar Allan Poe (1809-1849). En el primero (""La verdad sobre el caso del señor Valdemar""), un viejo millonario sobrevive a la muerte a través del hipnotismo. Su esposa, una mujer más joven, planea con su amante mantener al marido con vida hasta que redacte su testamento. En el segundo (""El gato negro""), un reportero gráfico mantiene una relación con una mujer, amante de los gatos, que en una vida anterior había sido una sádica bruja.",1990-01-25,en,['Terror'],120,9000000,0,"['Adrienne Barbeau', 'Harvey Keitel', 'Ramy Zada']",6.12,Dario Argento,"['nightmare', 'photographer', 'cat', 'greed', 'hallucination', 'hypnosis', 'alcoholism', 'anthology', 'zombie', 'spirit']",Italy,"['adaptación', 'dos', 'relatos', 'escritor', 'norteamericano', 'edgar', 'allan', 'poe', 'primero', 'verdad', 'caso', 'señor', 'valdemar', 'viejo', 'millonario', 'sobrevive', 'muerte', 'través', 'hipnotismo', 'esposa', 'mujer', 'joven', 'planea', 'amante', 'mantener', 'marido', 'vida', 'redacte', 'testamento', 'segundo', 'gato', 'negro', 'reportero', 'gráfico', 'mantiene', 'relación', 'mujer', 'amante', 'gatos', 'vida', 'anterior', 'sido', 'sádica', 'bruja']","['adaptación', 'dos', 'relato', 'escritor', 'norteamericano', 'edgar', 'allar', 'poe', 'primero', 'verdad', 'caso', 'señor', 'valdemar', 'viejo', 'millonario', 'sobrevive', 'muerte', 'través', 'hipnotismo', 'espós', 'mujer', 'joven', 'planear', 'amante', 'mantener', 'marido', 'vida', 'redactar', 'testamento', 'segundo', 'gato', 'negro', 'reportero', 'gráfico', 'mantener', 'relación', 'mujer', 'amante', 'gato', 'vida', 'anterior', 'ser', 'sádico', 'bruja']",adaptación dos relato escritor norteamericano edgar allar poe primero verdad caso señor valdemar viejo millonario sobrevive muerte través hipnotismo espós mujer joven planear amante mantener marido vida redactar testamento segundo gato negro reportero gráfico mantener relación mujer amante gato vida anterior ser sádico bruja,"['gato', 'amante', 'mantener', 'mujer', 'anterior']",0
14445,மைகேல் மதன காம ராஜன்,மைகேல் மதன காம ராஜன்,['India'],Sin descripción disponible.,1990-03-01,ta,['Comedia'],167,0,0,"['Kamal Haasan', 'Khushboo', 'Urvashi']",7.182,Singeetam Srinivasa Rao,[],India,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
25756,Clownhouse: Payasos mortales,Clownhouse,['United States of America'],Tres hermanos pasarán sólos la noche en casa. Lo que no saben es que tres asesinos psicópatas han escapado del manicomio y se dirigen disfrazados de temibles payasos hacia el hogar... Uno de los hermanos es muy miedoso a los payasos y su pesadilla se hará realidad.,1990-04-21,en,['Terror'],81,200000,0,"['Nathan Forrest Winters', 'Brian McHugh', 'Bobby Salem']",6.177,Victor Salva,"['fortune teller', 'sibling relationship', 'chase', 'circus', 'controversy', 'childhood trauma', 'murder', 'stalking', 'vhs', 'disguise', 'immaturity', 'escaped mental patient', 'coulrophobia', 'clownphobia', 'family disharmony', 'low budget']",United States of America,"['tres', 'hermanos', 'pasarán', 'sólos', 'noche', 'casa', 'saben', 'tres', 'asesinos', 'psicópatas', 'escapado', 'manicomio', 'dirigen', 'disfrazados', 'temibles', 'payasos', 'hacia', 'hogar', 'hermanos', 'miedoso', 'payasos', 'pesadilla', 'hará', 'realidad']","['tres', 'hermano', 'pasar', 'sólo', 'noche', 'casa', 'saber', 'tres', 'asesino', 'psicópata', 'escapado', 'manicomio', 'dirigen', 'disfrazado', 'temible', 'payaso', 'hacia', 'hogar', 'hermano', 'miedoso', 'payaso', 'pesadillo', 'hacer', 'realidad']",tres hermano pasar sólo noche casa saber tres asesino psicópata escapado manicomio dirigen disfrazado temible payaso hacia hogar hermano miedoso payaso pesadillo hacer realidad,"['payaso', 'hermano', 'tres', 'escapado', 'dirigen']",9
41925,El placer de los extraños,The Comfort of Strangers,"['Italy', 'United Kingdom', 'United States of America']",Una pareja inglesa que pasa por un momento de tedio en su matrimonio decide ir de viaje a Venecia.,1990-11-01,en,"['Suspense', 'Drama', 'Crimen', 'Fantasía']",107,0,1244381,"['Christopher Walken', 'Rupert Everett', 'Natasha Richardson']",5.788,Paul Schrader,"['venice, italy', 'lover', 'seduction']",Italy,"['pareja', 'inglesa', 'pasa', 'momento', 'tedio', 'matrimonio', 'decide', 'viaje', 'venecia']","['pareja', 'inglés', 'pasar', 'momento', 'tedio', 'matrimonio', 'decidir', 'viaje', 'venecia']",pareja inglés pasar momento tedio matrimonio decidir viaje venecia,"['inglés', 'pareja', 'matrimonio', 'momento', 'viaje']",8
36094,Cartas a Iris,Stanley & Iris,['United States of America'],"Stanley, un hombre analfabeto que trabaja de cocinero en una fábrica, intenta llamar la atención de Iris, una trabajadora que acaba de enviudar y que intenta sacar adelante a sus dos hijos. En cierta ocasión, al salir de trabajar, un desconocido intenta robar el bolso a Iris y Stanley la ayuda a perseguir al ladrón. A partir de entonces se establece una relación entre ellos y cuando Iris descubre que él no sabe leer decide enseñarle.",1990-02-09,en,"['Drama', 'Romance']",104,23000000,5820015,"['Jane Fonda', 'Robert De Niro', 'Swoosie Kurtz']",6.466,Martin Ritt,"['widow', 'education', 'bakery', 'love', 'tutor']",United States of America,"['stanley', 'hombre', 'analfabeto', 'trabaja', 'cocinero', 'fábrica', 'intenta', 'llamar', 'atención', 'iris', 'trabajadora', 'acaba', 'enviudar', 'intenta', 'sacar', 'adelante', 'dos', 'hijos', 'cierta', 'ocasión', 'salir', 'trabajar', 'desconocido', 'intenta', 'robar', 'bolso', 'iris', 'stanley', 'ayuda', 'perseguir', 'ladrón', 'partir', 'entonces', 'establece', 'relación', 'iris', 'descubre', 'sabe', 'leer', 'decide', 'enseñarle']","['stanley', 'hombre', 'analfabeto', 'trabajar', 'cocinero', 'fábrico', 'intentar', 'llamar', 'atención', 'iris', 'trabajador', 'acabar', 'enviudar', 'intentar', 'sacar', 'adelante', 'dos', 'hijo', 'cierto', 'ocasión', 'salir', 'trabajar', 'desconocido', 'intentar', 'robar', 'bolso', 'iris', 'stanley', 'ayuda', 'perseguir', 'ladrón', 'partir', 'entonces', 'establecer', 'relación', 'iris', 'descubrir', 'saber', 'leer', 'decidir']",stanley hombre analfabeto trabajar cocinero fábrico intentar llamar atención iris trabajador acabar enviudar intentar sacar adelante dos hijo cierto ocasión salir trabajar desconocido intentar robar bolso iris stanley ayuda perseguir ladrón partir entonces establecer relación iris descubrir saber leer decidir,"['intentar', 'trabajar', 'fábrico', 'establecer', 'atención']",8
9548,Las aventuras de Ford Fairlane,The Adventures of Ford Fairlane,['United States of America'],"Andrew Dice Clay es Ford Fairlane, el detective más sexy (y más descarado de Los Ángeles). Tomar Sambucas sin parar con las estrellas del rock y alternar con tías buenas a todas horas es un duro trabajo... pero alguien tiene que hacerlo. Pero cuando la estrella del Heavy, Bobby Black, muere en mitad de una actuación, el trabajo de Ford da un peligroso giro. Quizás sea un paranoico, pero si te persiguiesen matones psicopatas y coches a toda pastilla... probablemente tú también serías paranoico.",1990-07-11,en,"['Acción', 'Comedia', 'Suspense', 'Crimen', 'Misterio', 'Aventura']",104,49000000,20423389,"['Andrew Dice Clay', 'Wayne Newton', 'Priscilla Presley']",6.067,Renny Harlin,"[""rock 'n' roll"", 'rock star', 'show business', 'heavy metal', 'murder', 'private detective']",United States of America,"['andrew', 'dice', 'clay', 'ford', 'fairlane', 'detective', 'sexy', 'descarado', 'ángeles', 'tomar', 'sambucas', 'parar', 'estrellas', 'rock', 'alternar', 'tías', 'buenas', 'todas', 'horas', 'duro', 'trabajo', 'alguien', 'hacerlo', 'estrella', 'heavy', 'bobby', 'black', 'muere', 'mitad', 'actuación', 'trabajo', 'ford', 'peligroso', 'giro', 'quizás', 'paranoico', 'persiguiesen', 'matones', 'psicopatas', 'coches', 'toda', 'pastilla', 'probablemente', 'paranoico']","['andrew', 'decir', 'clay', 'ford', 'fairlane', 'detectivar', 'sexy', 'descarado', 'ángel', 'tomar', 'sambuca', 'parar', 'estrella', 'rock', 'alternar', 'tía', 'buena', 'todo', 'hora', 'duro', 'trabajo', 'alguien', 'estrella', 'heavy', 'bobby', 'black', 'morir', 'mitad', 'actuación', 'trabajo', 'ford', 'peligroso', 'giro', 'quizás', 'paranoico', 'persiguiesar', 'matón', 'psicopata', 'coche', 'todo', 'pastilla', 'probablemente', 'paranoico']",andrew decir clay ford fairlane detectivar sexy descarado ángel tomar sambuca parar estrella rock alternar tía buena todo hora duro trabajo alguien estrella heavy bobby black morir mitad actuación trabajo ford peligroso giro quizás paranoico persiguiesar matón psicopata coche todo pastilla probablemente paranoico,"['estrella', 'todo', 'trabajo', 'detectivar', 'parar']",7
77031,జగదేకవీరుడు అతిలోకసుందరి,జగదేకవీరుడు అతిలోకసుందరి,['India'],Sin descripción disponible.,1990-05-09,te,"['Acción', 'Comedia', 'Familia', 'Fantasía', 'Romance']",150,0,0,"['Chiranjeevi', 'Sridevi', 'Amrish Puri']",8.182,K Raghavendra Rao,[],India,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
6470,Pájaros de fuego,Fire Birds,['United States of America'],Una unidad de helicópteros de combate estadounidense es enviada a la jungla peruana para luchar contra el narcotráfico.,1990-05-25,en,"['Acción', 'Aventura']",86,22000000,0,"['Nicolas Cage', 'Tommy Lee Jones', 'Sean Young']",5.08,David Green,"['flying', 'drugs']",United States of America,"['unidad', 'helicópteros', 'combate', 'estadounidense', 'enviada', 'jungla', 'peruana', 'luchar', 'narcotráfico']","['unidad', 'helicóptero', 'combate', 'estadounidense', 'enviado', 'junglo', 'peruano', 'luchar', 'narcotráfico']",unidad helicóptero combate estadounidense enviado junglo peruano luchar narcotráfico,"['combate', 'unidad', 'enviado', 'estadounidense', 'luchar']",4
40346,賭聖,賭聖,['Hong Kong'],Sin descripción disponible.,1990-08-18,cn,"['Acción', 'Comedia']",101,0,0,"['Stephen Chow', 'Richard Ng', 'Sharla Cheung']",6.7,Jeffrey Lau,[],Hong Kong,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
31597,Testigo accidental,Narrow Margin,['United States of America'],"Una mujer que acude a una cita a ciegas y es testigo presencial del asesinato de su pareja por un mafioso, decide ocultarse y no informar a las autoridades. Cuando finalmente dan con ella, se niega a testificar. Pero, como la mafia va tras su pista, el fiscal del distrito Robert Caulfield la convence para ir en tren, en su compañía, hasta un paraje remoto del Canadá. Sin embargo, en un descuido del fiscal, sus perseguidores descubren su paradero.",1990-09-21,en,"['Acción', 'Suspense', 'Crimen', 'Misterio']",97,17500000,10900000,"['Gene Hackman', 'Anne Archer', 'James B. Sikking']",6.4,Peter Hyams,"['witness protection', 'night train', 'jump from train']",United States of America,"['mujer', 'acude', 'cita', 'ciegas', 'testigo', 'presencial', 'asesinato', 'pareja', 'mafioso', 'decide', 'ocultarse', 'informar', 'autoridades', 'finalmente', 'dan', 'niega', 'testificar', 'mafia', 'tras', 'pista', 'fiscal', 'distrito', 'robert', 'caulfield', 'convence', 'tren', 'compañía', 'paraje', 'remoto', 'canadá', 'embargo', 'descuido', 'fiscal', 'perseguidores', 'descubren', 'paradero']","['mujer', 'acudir', 'cita', 'ciegas', 'testigo', 'presencial', 'asesinato', 'parejo', 'mafioso', 'decidir', 'informar', 'autoridad', 'finalmente', 'dar', 'negar', 'testificar', 'mafia', 'tras', 'pista', 'fiscal', 'distrito', 'robert', 'caulfield', 'convence', 'trar', 'compañía', 'paraje', 'remoto', 'canadá', 'embargo', 'descuido', 'fiscal', 'perseguidor', 'descubrir', 'paradero']",mujer acudir cita ciegas testigo presencial asesinato parejo mafioso decidir informar autoridad finalmente dar negar testificar mafia tras pista fiscal distrito robert caulfield convence trar compañía paraje remoto canadá embargo descuido fiscal perseguidor descubrir paradero,"['fiscal', 'trar', 'cita', 'parejo', 'distrito']",9
135061,When Fortune Smiles,無敵幸運星,['Hong Kong'],El jefe de una familia rica muere y en su testamento deja su fortuna a su hija. Su hijo está enfurecido y usa un recolector de basura que se ve igual que su hermana para robar la fortuna. El hijo del tío también quiere una parte de la fortuna y coacciona a un ladrón de poca monta para robar la voluntad de su alocado plan.,1990-09-27,cn,"['Acción', 'Comedia', 'Crimen']",95,0,0,"['Stephen Chow', 'Sandra Ng', 'Anthony Chan Yau']",6.7,Anthony Chan Yau,"['inheritance', 'impostor']",Hong Kong,"['jefe', 'familia', 'rica', 'muere', 'testamento', 'deja', 'fortuna', 'hija', 'hijo', 'enfurecido', 'usa', 'recolector', 'basura', 'igual', 'hermana', 'robar', 'fortuna', 'hijo', 'tío', 'quiere', 'parte', 'fortuna', 'coacciona', 'ladrón', 'poca', 'monta', 'robar', 'voluntad', 'alocado', 'plan']","['jefe', 'familia', 'rico', 'morir', 'testamento', 'dejar', 'fortuna', 'hijo', 'hijo', 'enfurecido', 'usar', 'recolector', 'basura', 'igual', 'hermana', 'robar', 'fortuna', 'hijo', 'tío', 'querer', 'parte', 'fortuna', 'coaccionar', 'ladrón', 'poco', 'monta', 'robar', 'voluntad', 'alocado', 'plan']",jefe familia rico morir testamento dejar fortuna hijo hijo enfurecido usar recolector basura igual hermana robar fortuna hijo tío querer parte fortuna coaccionar ladrón poco monta robar voluntad alocado plan,"['fortuna', 'hijo', 'robar', 'monta', 'tío']",8
91612,Furia enjaulada,Caged Fury,['United States of America'],Sin descripción disponible.,1990-03-01,en,['Acción'],95,0,0,"['Roxanna Michaels', 'Erik Estrada', 'Elena Sahagun']",4.141,Bill Milling,"[""women's prison"", 'sexploitation']",United States of America,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
299668,Hiroshima: Out of the Ashes,Hiroshima: Out of the Ashes,['United States of America'],Sin descripción disponible.,1990-08-06,en,"['Película de TV', 'Drama', 'Bélica', 'Historia']",100,0,0,"['Max von Sydow', 'Judd Nelson', 'Mako']",5.8,Peter Werner,[],United States of America,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
42070,El viento de Amnesia,風の名はアムネジア,['Japan'],"Enmarcada en un futuro cercano, más precisamente en nuestro querido y apocalíptico 1999, esta historia nos cuenta como un día un viento “amnésico” provoca que todo conocimiento humano desaparezca de nuestros recuerdos, llevándonos así a nuestra expresión más mínima de civilización. Aquí nos encontramos con Wataru, un joven japonés viviendo en los Estados Unidos, que como todos perdió su memoria, pero que tuvo la suerte de encontrarse con una especie de androide llamado “Johnny”. La naturaleza no totalmente humana de este último hizo que los efectos del viento no le perjudicaran y que entonces pudiera re-educar a nuestro protagonista. Así es como luego de haber aprendido lo básico y necesario para sobrevivir, parte en un viaje para intentar dejar las cosas como estaban y buscar la verdad de lo sucedido (sin dejar las reflexiones sobre sí mismo de lado), siempre acompañado por una muchacha misteriosa, Sophia, quién también posee sus recuerdos.",1990-12-22,ja,"['Animación', 'Drama', 'Ciencia ficción']",80,0,0,"['Kazuki Yao', 'Keiko Toda', 'Kappei Yamaguchi']",5.795,Kazuo Yamazaki,"['based on novel or book', 'post-apocalyptic future', 'memory loss', 'adult animation', 'anime']",Japan,"['enmarcada', 'futuro', 'cercano', 'precisamente', 'querido', 'apocalíptico', 'historia', 'cuenta', 'día', 'viento', 'amnésico', 'provoca', 'conocimiento', 'humano', 'desaparezca', 'recuerdos', 'llevándonos', 'así', 'expresión', 'mínima', 'civilización', 'aquí', 'encontramos', 'wataru', 'joven', 'japonés', 'viviendo', 'unidos', 'perdió', 'memoria', 'suerte', 'encontrarse', 'especie', 'androide', 'llamado', 'johnny', 'naturaleza', 'totalmente', 'humana', 'último', 'hizo', 'efectos', 'viento', 'perjudicaran', 'entonces', 'pudiera', 'educar', 'protagonista', 'así', 'luego', 'haber', 'aprendido', 'básico', 'necesario', 'sobrevivir', 'parte', 'viaje', 'intentar', 'dejar', 'cosas', 'buscar', 'verdad', 'sucedido', 'dejar', 'reflexiones', 'mismo', 'lado', 'siempre', 'acompañado', 'muchacha', 'misteriosa', 'sophia', 'quién', 'posee', 'recuerdos']","['enmarcado', 'futuro', 'cercano', 'precisamente', 'querido', 'apocalíptico', 'historio', 'contar', 'día', 'viento', 'amnésico', 'provocar', 'conocimiento', 'humano', 'desaparecer', 'recuerdo', 'llevándono', 'así', 'expresión', 'mínimo', 'civilización', 'aquí', 'encontrar', 'wataru', 'joven', 'japonés', 'vivir', 'unidos', 'perder', 'memoria', 'suerte', 'especie', 'androidir', 'llamado', 'johnny', 'naturaleza', 'totalmente', 'humano', 'último', 'hacer', 'efecto', 'viento', 'perjudicar', 'entonces', 'poder', 'educar', 'protagonista', 'así', 'luego', 'haber', 'aprender', 'básico', 'necesario', 'sobrevivir', 'parte', 'viaje', 'intentar', 'dejar', 'cosa', 'buscar', 'verdad', 'sucedido', 'dejar', 'reflexión', 'mismo', 'lado', 'siempre', 'acompañado', 'muchacha', 'misterioso', 'sophia', 'quién', 'poseer', 'recuerdo']",enmarcado futuro cercano precisamente querido apocalíptico historio contar día viento amnésico provocar conocimiento humano desaparecer recuerdo llevándono así expresión mínimo civilización aquí encontrar wataru joven japonés vivir unidos perder memoria suerte especie androidir llamado johnny naturaleza totalmente humano último hacer efecto viento perjudicar entonces poder educar protagonista así luego haber aprender básico necesario sobrevivir parte viaje intentar dejar cosa buscar verdad sucedido dejar reflexión mismo lado siempre acompañado muchacha misterioso sophia quién poseer recuerdo,"['recuerdo', 'humano', 'así', 'dejar', 'aquí']",1
